restaurant_id,id_place,url_place,title,category,address,phone_number,complete_phone_number,domain,url,stars,reviews,district,lat,long,category_clean,is_high_volume,distance_to_center_km,title_length,has_anomaly,popularity_score,quality_tier,review_tier
181,ChIJLVJh-l_IBZER2kCA6TNPJb8,https://www.google.com/maps/place/?q=place_id:ChIJLVJh-l_IBZER2kCA6TNPJb8,Akiki Restaurante,Restaurante especializado en pollo,"Av. Arequipa 2183, Lince 15046",941 345 452,+51 941 345 452,akikirestaurante.pe,https://akikirestaurante.pe/,4.2,1046,Lince,-12.0861987,-77.0340164,Restaurante,False,4.5239658601894055,17,False,5.3,Muy Bueno,Muy Alto
182,ChIJJW1Hz2HIBZERj_xuB_qPUNo,https://www.google.com/maps/place/?q=place_id:ChIJJW1Hz2HIBZERj_xuB_qPUNo,Chuli Restaurant & Cevichería,Restaurante,"Av. Francisco Lazo 2315, Lince 15046",No disponible,No disponible,No disponible,No disponible,4.6,59,Lince,-12.0864486,-77.0298395,Restaurante,False,4.672381374262121,29,False,4.4,Excelente,Bajo
183,ChIJj3Owy_HJBZERNjfmRimL5-E,https://www.google.com/maps/place/?q=place_id:ChIJj3Owy_HJBZERNjfmRimL5-E,Kio chicharrones y mas,Restaurante,"Av José Leal 100, Lince LIMA 01",965 427 375,+51 965 427 375,No disponible,No disponible,4.0,145,Lince,-12.0847097,-77.0357176,Restaurante,False,4.324434501866735,22,False,4.39,Bueno,Medio
184,ChIJc5eNz2PIBZERlYmylzoNSj0,https://www.google.com/maps/place/?q=place_id:ChIJc5eNz2PIBZERlYmylzoNSj0,Ají y Rocoto,Restaurante,"C. Los Mirtos 341, Lince 15046",(01) 2224321,+51 1 2224321,No disponible,No disponible,4.6,1328,Lince,-12.0887398,-77.0268692,Restaurante,False,5.021384149621848,12,False,5.64,Excelente,Muy Alto
185,ChIJ8-O2lYrIBZERQL3gdGeVZgM,https://www.google.com/maps/place/?q=place_id:ChIJ8-O2lYrIBZERQL3gdGeVZgM,Bangkok Thai Restaurant,Restaurante tailandés,"José Bernardo Alcedo 456, Lince 15046",(01) 6501292,+51 1 6501292,www.facebook.com,https://www.facebook.com/BangkokThaiRestaurant1/,4.5,669,Lince,-12.0844352,-77.0319353,Restaurante,False,4.390773538472009,23,False,5.3,Muy Bueno,Alto
187,ChIJXQpoGPbIBZERXuPdBhhdRL0,https://www.google.com/maps/place/?q=place_id:ChIJXQpoGPbIBZERXuPdBhhdRL0,Las Delicias Del Cau Cau,Restaurante,"Av José Leal 690, Lince 15073",No disponible,No disponible,No disponible,No disponible,4.2,253,Lince,-12.0852919,-77.0404866,Restaurante,False,4.324631376128992,24,False,4.73,Muy Bueno,Medio
188,ChIJiQr8XirJBZERq1HsHfx3tQ8,https://www.google.com/maps/place/?q=place_id:ChIJiQr8XirJBZERq1HsHfx3tQ8,Pollos y Parrillas Riccos - Lince,Restaurante especializado en pollo,"Jr. Risso 281, Lince 15046",No disponible,No disponible,No disponible,No disponible,4.1,206,Lince,-12.0854714,-77.0334712,Restaurante,False,4.458831186306112,33,False,4.59,Muy Bueno,Medio
189,ChIJUYcGCWHIBZER9BsXeurw0E8,https://www.google.com/maps/place/?q=place_id:ChIJUYcGCWHIBZER9BsXeurw0E8,El Cascajal,Restaurante,"Av. Francisco Lazo 2495, Lince 15046",987 574 551,+51 987 574 551,www.elcascajal.com,http://www.elcascajal.com/,4.1,2671,Lince,-12.0883938,-77.0295679,Restaurante,False,4.887237741377005,11,False,5.62,Muy Bueno,Muy Alto
191,ChIJTWs9PfbIBZEReAoaDS8en5s,https://www.google.com/maps/place/?q=place_id:ChIJTWs9PfbIBZEReAoaDS8en5s,Gramadal Restaurante,Restaurante,"Lima, Jirón Garcilaso de la Vega 1978, Lince 15073",993 382 052,+51 993 382 052,www.facebook.com,https://www.facebook.com/GramadalRestaurante,4.3,327,Lince,-12.0852195,-77.0408028,Restaurante,False,4.314663505263892,20,False,4.9,Muy Bueno,Medio
192,ChIJe3gs5F_IBZERETg9SpyxGi8,https://www.google.com/maps/place/?q=place_id:ChIJe3gs5F_IBZERETg9SpyxGi8,Cafe Rock Lince,Pub restaurante,"Av. Arequipa 2253, Lince 15073",981 311 425,+51 981 311 425,web.facebook.com,https://web.facebook.com/caferocklince,4.1,179,Lince,-12.086714100000002,-77.0339472,Bar/Pub,False,4.5814888312704785,15,False,4.54,Muy Bueno,Medio
193,ChIJvUGoZa7JBZERGZkIWzaV6_k,https://www.google.com/maps/place/?q=place_id:ChIJvUGoZa7JBZERGZkIWzaV6_k,Chifa Grulla,Restaurante chino,"Av. Petit Thouars 2401, Lince 15046",974 040 588,+51 974 040 588,www.instagram.com,https://www.instagram.com/chifagrulla,4.3,129,Lince,-12.0879682,-77.0327429,Chino,False,4.747194388693115,12,False,4.53,Muy Bueno,Medio
194,ChIJAZHJYljIBZERB6VzP-uc2Wk,https://www.google.com/maps/place/?q=place_id:ChIJAZHJYljIBZERB6VzP-uc2Wk,EL EGIPCIO,Restaurante de comida rápida,"Av. Julio César Tello 872, Lince 15073",981 344 827,+51 981 344 827,www.elegipcio.pe,http://www.elegipcio.pe/,4.3,712,Lince,-12.0866205,-77.0419187,Restaurante,False,4.465547120316952,10,False,5.21,Muy Bueno,Alto
197,ChIJLxhliFjIBZERjKDx8Sn9ot8,https://www.google.com/maps/place/?q=place_id:ChIJLxhliFjIBZERjKDx8Sn9ot8,Senshi Sushi & Rolls,Restaurante,"Av. Julio César Tello 885, Lince 15073",967 175 915,+51 967 175 915,www.senshi.pe,http://www.senshi.pe/,4.6,503,Lince,-12.0868553,-77.0418983,Restaurante,False,4.491653589896957,20,False,5.25,Excelente,Alto
199,ChIJdTfVKfTIBZERAuEeRas2Pt8,https://www.google.com/maps/place/?q=place_id:ChIJdTfVKfTIBZERAuEeRas2Pt8,La Posada de Edith,Restaurante peruano,"Jr. Almte. Martín Guisse 1757, Lince 15073",5106256,+51 5106256,No disponible,No disponible,4.2,1116,Lince,-12.0826073,-77.0391446,Peruano,False,4.039440105646532,18,False,5.33,Muy Bueno,Muy Alto
203,ChIJjRPUqvfIBZER0uQA-Nyb4Uo,https://www.google.com/maps/place/?q=place_id:ChIJjRPUqvfIBZER0uQA-Nyb4Uo,Puerto Fiel Restaurant,Marisquería,"Jr. León Velarde 706, Lince 15073",(01) 2654812,+51 1 2654812,www.puertofielrestaurant.com,http://www.puertofielrestaurant.com/,4.3,541,Lince,-12.0833701,-77.0420728,Otro,False,4.104474894520059,22,False,5.1,Muy Bueno,Alto
206,ChIJ7RcfA_bIBZERwLZIuZHjpU4,https://www.google.com/maps/place/?q=place_id:ChIJ7RcfA_bIBZERwLZIuZHjpU4,El Chinguirito,Restaurante peruano,"Jirón Francisco de Zela 2048, Lince 15073",(01) 2657017,+51 1 2657017,www.facebook.com,https://www.facebook.com/pages/El-Chinguirito/115019361917522,4.3,859,Lince,-12.08577,-77.03983149999999,Peruano,False,4.382474684628856,14,False,5.28,Muy Bueno,Alto
207,ChIJwVL8-2DIBZERWoK2pQIqLvs,https://www.google.com/maps/place/?q=place_id:ChIJwVL8-2DIBZERWoK2pQIqLvs,Pizza Raul LINCE,Pizzería,"Jirón José de la Torre Ugarte 357, Lince 15046",(01) 2078130,+51 1 2078130,www.pizzaraul.com,http://www.pizzaraul.com/,4.2,583,Lince,-12.0887632,-77.03223179999999,Otro,False,4.846427749825829,16,False,5.07,Muy Bueno,Alto
208,ChIJCU6E2mPIBZERETSGOAzVV1w,https://www.google.com/maps/place/?q=place_id:ChIJCU6E2mPIBZERETSGOAzVV1w,Berypez,Restaurante peruano,"C. Los Mirtos 315, Lince 15046",941 156 449,+51 941 156 449,berypez.glide.page,https://berypez.glide.page/dl/6471c6,4.2,861,Lince,-12.0887267,-77.0270994,Peruano,False,5.011079446268484,7,False,5.22,Muy Bueno,Alto
209,ChIJn5qWjmDIBZERB7NTFAXMVfY,https://www.google.com/maps/place/?q=place_id:ChIJn5qWjmDIBZERB7NTFAXMVfY,PAVOS Y CHICHARRONES SANTA MÓNICA,Restaurante,"Av. Petit Thouars 2458, Lince 15046",993 410 421,+51 993 410 421,www.facebook.com,https://www.facebook.com/pavos-y-chicharrones-santa-monica-178089772560566/,4.5,1064,Lince,-12.088632,-77.0327791,Restaurante,False,4.817911827072021,33,False,5.49,Muy Bueno,Muy Alto
210,ChIJXXKO1vfIBZERARYmYH27wAk,https://www.google.com/maps/place/?q=place_id:ChIJXXKO1vfIBZERARYmYH27wAk,Restaurante Juanita,Restaurante,"Lima, Av José Leal 927, Lince 15073",(01) 6822047,+51 1 6822047,No disponible,No disponible,4.3,88,Lince,-12.085862,-77.042486,Restaurante,False,4.38042066482665,19,False,4.38,Muy Bueno,Bajo
211,ChIJc3F9QmHIBZERHMBK_-LbnWg,https://www.google.com/maps/place/?q=place_id:ChIJc3F9QmHIBZERHMBK_-LbnWg,Los Piuranos,Restaurante,"Orquideas 2682, Lince 15046",(01) 4214705,+51 1 4214705,No disponible,No disponible,4.2,1231,Lince,-12.0897468,-77.0285399,Restaurante,False,5.065171579487003,12,False,5.37,Muy Bueno,Muy Alto
212,ChIJkVQXCljIBZERqPQPgpX_BJw,https://www.google.com/maps/place/?q=place_id:ChIJkVQXCljIBZERqPQPgpX_BJw,Ñaños Restaurant,Restaurante,"Jr. Mama Ocllo 2015, Lince 15073",950 043 961,+51 950 043 961,No disponible,No disponible,4.4,105,Lince,-12.0861828,-77.04377699999999,Restaurante,False,4.4172222390697975,16,False,4.51,Muy Bueno,Medio
213,ChIJXfSxdfbIBZERNa08k2B2I0A,https://www.google.com/maps/place/?q=place_id:ChIJXfSxdfbIBZERNa08k2B2I0A,Chanfainita de la Tía Ceci,Restaurante,"Av. César Canevaro 537, Lince 15073",932 643 400,+51 932 643 400,No disponible,No disponible,4.3,1893,Lince,-12.0843183,-77.039362,Restaurante,False,4.226196278693568,26,False,5.6,Muy Bueno,Muy Alto
214,ChIJwcfKOaHJBZERC8-PiNpOV6Q,https://www.google.com/maps/place/?q=place_id:ChIJwcfKOaHJBZERC8-PiNpOV6Q,S´Concha Lince,Restaurante,"Jr. Emilio Althaus 160, Lince 15046",971 422 549,+51 971 422 549,www.sconcha.pe,http://www.sconcha.pe/,4.2,435,Lince,-12.0809375,-77.0355625,Restaurante,False,3.916932405634803,14,False,4.95,Muy Bueno,Medio
215,ChIJk37DRvbIBZERPfvfZFzhoc0,https://www.google.com/maps/place/?q=place_id:ChIJk37DRvbIBZERPfvfZFzhoc0,Cónchale,Marisquería,"Av José Leal 966, Lince 15073",(01) 6946003,+51 1 6946003,www.facebook.com,https://www.facebook.com/cevicheriaconchalepaginaoficial/,4.2,1131,Lince,-12.0857185,-77.0428708,Otro,False,4.36436057558263,8,False,5.33,Muy Bueno,Muy Alto
216,ChIJIZagAFjIBZERpdmr20lXJ7U,https://www.google.com/maps/place/?q=place_id:ChIJIZagAFjIBZERpdmr20lXJ7U,Pastificio Ligure,Restaurante especializado en fideos,"Av José Leal 1181, Lince 15073",(01) 4700257,+51 1 4700257,www.facebook.com,https://www.facebook.com/Pastificio-Ligure-160943470634401/,4.1,561,Lince,-12.086141,-77.04461739999999,Restaurante,False,4.415861291157822,17,False,4.99,Muy Bueno,Alto
217,ChIJFzhCqb7JBZERX-_85Y2ysGc,https://www.google.com/maps/place/?q=place_id:ChIJFzhCqb7JBZERX-_85Y2ysGc,El Pichito Lince,Restaurante,"Jr. Emilio Althaus 174, Lince 15046",(01) 4174672,+51 1 4174672,No disponible,No disponible,4.0,164,Lince,-12.0809029,-77.0353501,Restaurante,False,3.918081639023372,16,False,4.44,Bueno,Medio
218,ChIJeZoWXmDIBZERJ4W_Lbg96wM,https://www.google.com/maps/place/?q=place_id:ChIJeZoWXmDIBZERJ4W_Lbg96wM,El Cebiche de Ronald,Restaurante peruano,"Av. Ignacio Merino 2427, Lince 15046",(01) 4214391,+51 1 4214391,www.facebook.com,https://www.facebook.com/elcevichederonald,4.1,2836,Lince,-12.08807,-77.0318549,Peruano,False,4.7822635298274045,20,False,5.64,Muy Bueno,Muy Alto
219,ChIJJSvSUfPIBZER-TSMrP4BLME,https://www.google.com/maps/place/?q=place_id:ChIJJSvSUfPIBZER-TSMrP4BLME,Levaggi,Restaurante italiano,"Av. Petit Thouars 1499, Lince 15046",(01) 4715877,+51 1 4715877,No disponible,No disponible,4.3,2557,Lince,-12.0793759,-77.0338177,Italiano,False,3.7936865662579753,7,False,5.72,Muy Bueno,Muy Alto
220,ChIJe4jmamDIBZERkOiI_wTaHvM,https://www.google.com/maps/place/?q=place_id:ChIJe4jmamDIBZERkOiI_wTaHvM,Cevichería Bolichera 2335,Restaurante,"Av. Ignacio Merino 2335, Lince 15046",983 348 878,+51 983 348 878,www.bolichera2335.com,http://www.bolichera2335.com/,4.5,1274,Lince,-12.0870845,-77.032124,Restaurante,False,4.668873650648148,25,False,5.56,Muy Bueno,Muy Alto
221,ChIJz6if_V_IBZERLvqyVLTo2Qo,https://www.google.com/maps/place/?q=place_id:ChIJz6if_V_IBZERLvqyVLTo2Qo,La Sociedad Restobar,Bar restaurante,"Mariscal Las Heras 255, Lince 15046",(01) 4715169,+51 1 4715169,www.facebook.com,https://www.facebook.com/LaSociedadRestobar,4.1,165,Lince,-12.0861485,-77.0335782,Bar/Pub,False,4.5292690697203675,20,False,4.5,Muy Bueno,Medio
222,ChIJzb1v5IXJBZERk4uOCZaW3xw,https://www.google.com/maps/place/?q=place_id:ChIJzb1v5IXJBZERk4uOCZaW3xw,Cevicheria Vanessa la norteña,Restaurante peruano,"Av. Ignacio Merino 2425, Lince 15046",No disponible,No disponible,www.cevicheriavanessalanorteña.pe,http://www.cevicheriavanessalanorteña.pe/,4.4,219,Lince,-12.088042,-77.0318544,Peruano,False,4.779271669001241,29,False,4.8,Muy Bueno,Medio
223,ChIJezEdX_PIBZER4TTFHr4eVpM,https://www.google.com/maps/place/?q=place_id:ChIJezEdX_PIBZER4TTFHr4eVpM,Restaurante Buffet Criollo Kasamama Lince,Restaurante peruano,"Jiron Manuel segura 268, lince Lima Gobierno Regional de Lima LIMA, 1",(01) 2660219,+51 1 2660219,kasamama.com,https://kasamama.com/,4.0,2495,Lince,-12.0796836,-77.0344482,Peruano,False,3.8090157319831737,41,False,5.53,Bueno,Muy Alto
224,ChIJwYV4Y4rIBZERPPumjphbD2k,https://www.google.com/maps/place/?q=place_id:ChIJwYV4Y4rIBZERPPumjphbD2k,Rinconcito punto y sabor Arequipa,Restaurante,"Av. Francisco Lazo 2055, Lince 15046",(01) 2350253,+51 1 2350253,No disponible,No disponible,4.3,399,Lince,-12.0845424,-77.0299814,Restaurante,False,4.466504259777988,33,False,4.98,Muy Bueno,Medio
226,ChIJt2QglQrJBZERBgz6tZAQqlw,https://www.google.com/maps/place/?q=place_id:ChIJt2QglQrJBZERBgz6tZAQqlw,El Shipivo Fusión Selvática,Restaurante,"Av. Ignacio Merino 2432, Lince 15046",No disponible,No disponible,No disponible,No disponible,4.1,91,Lince,-12.088168,-77.032019,Restaurante,False,4.788200587588499,27,False,4.27,Muy Bueno,Bajo
229,ChIJlX-M12PIBZER9zwZH9M762o,https://www.google.com/maps/place/?q=place_id:ChIJlX-M12PIBZER9zwZH9M762o,Restaurante Antologías,Restaurante,"C. Los Mirtos 291, Lince 15046",986 609 145,+51 986 609 145,No disponible,No disponible,4.1,113,Lince,-12.0888073,-77.02756169999999,Restaurante,False,5.0018832761970105,22,False,4.35,Muy Bueno,Medio
230,ChIJpXh-f_XIBZER9tGHr5KUeHQ,https://www.google.com/maps/place/?q=place_id:ChIJpXh-f_XIBZER9tGHr5KUeHQ,Il Buon Mangiare,Pizzería,"Jr. Carlos Alayza y Roel 2069, Lince 15073",912 568 248,+51 912 568 248,No disponible,No disponible,4.0,185,Lince,-12.0855648,-77.0362421,Otro,False,4.407814907715174,16,False,4.49,Bueno,Medio
232,ChIJ7ejr5l_IBZERPRJwv18r6Ks,https://www.google.com/maps/place/?q=place_id:ChIJ7ejr5l_IBZERPRJwv18r6Ks,Norkys,Restaurante,"Av. Arequipa 2299 Lince, Lince 15046",(01) 6449100,+51 1 6449100,norkys.pe,http://norkys.pe/,4.0,1736,Lince,-12.0868031,-77.0338627,Restaurante,False,4.593155081129713,6,False,5.38,Bueno,Muy Alto
233,ChIJuwf3JSLJBZERzH5k7kjmUlI,https://www.google.com/maps/place/?q=place_id:ChIJuwf3JSLJBZERzH5k7kjmUlI,Cevichería Miramar Lince,Restaurante,"Avenida Petit Thouars 1805 Lince Municipalidad Metropolitana de Lima LIMA, 14",(01) 4013459,+51 1 4013459,www.cevicheriamiramar.com,http://www.cevicheriamiramar.com/,4.1,317,Lince,-12.0823992,-77.0335226,Restaurante,False,4.126472663886079,24,False,4.76,Muy Bueno,Medio
234,ChIJYUoinIrIBZERFwSIG13YZfs,https://www.google.com/maps/place/?q=place_id:ChIJYUoinIrIBZERFwSIG13YZfs,TUYA PEZ Barra cevichera - antes: Jose & Juanita - LINCE,Restaurante,"Jr. Risso 490, Lince 15046",948 686 566,+51 948 686 566,No disponible,No disponible,4.3,479,Lince,-12.0854199,-77.031442,Restaurante,False,4.510967838511282,56,False,5.05,Muy Bueno,Medio
237,ChIJncFikGDIBZERI_ZT-7867vc,https://www.google.com/maps/place/?q=place_id:ChIJncFikGDIBZERI_ZT-7867vc,Loving Hut Lince,Restaurante vegano,"Av. Petit Thouars 2545, Lince 15046",989 327 996,+51 989 327 996,No disponible,No disponible,4.4,522,Lince,-12.0892287,-77.0325422,Restaurante,False,4.888437989359665,16,False,5.14,Muy Bueno,Alto
239,ChIJLbV-LPbIBZER31X9D2Gh4Y4,https://www.google.com/maps/place/?q=place_id:ChIJLbV-LPbIBZER31X9D2Gh4Y4,Cevichería Beto Lince,Restaurante peruano,"Av José Leal 638, Lince 15073",(01) 3448801,+51 1 3448801,No disponible,No disponible,4.3,475,Lince,-12.0853356,-77.0401917,Peruano,False,4.331538275898863,21,False,5.05,Muy Bueno,Medio
242,ChIJE8U9GmDIBZERP_2rPoft_do,https://www.google.com/maps/place/?q=place_id:ChIJE8U9GmDIBZERP_2rPoft_do,Don Victorio Chifa Lince,Restaurante,"Av. Ignacio Merino 2200, Lince 15046",990 098 988,+51 990 098 988,No disponible,No disponible,4.2,439,Lince,-12.0862079,-77.03239649999999,Restaurante,False,4.567082441376319,24,False,4.95,Muy Bueno,Medio
243,ChIJQdbdmWDIBZERmJmjao6dfwQ,https://www.google.com/maps/place/?q=place_id:ChIJQdbdmWDIBZERmJmjao6dfwQ,Chifa Mister Li,Restaurante chino,"Av José Leal 565 lince, Lince 15046",997 881 311,+51 997 881 311,No disponible,No disponible,4.0,281,Lince,-12.0854711,-77.0393828,Chino,False,4.353447892905855,15,False,4.66,Bueno,Medio
244,ChIJ0-mhn4rIBZERpabOOYvom6M,https://www.google.com/maps/place/?q=place_id:ChIJ0-mhn4rIBZERpabOOYvom6M,Conchas Negras Don Emilio o Huarique del tio Emilio conchas negras .,Restaurante,"Jr. Risso 661, Lince 15046",943 194 106,+51 943 194 106,No disponible,No disponible,4.4,420,Lince,-12.0848368,-77.0295476,Restaurante,False,4.512957101247382,68,False,5.06,Muy Bueno,Medio
245,ChIJFdo5heXJBZERifj3jlBDw88,https://www.google.com/maps/place/?q=place_id:ChIJFdo5heXJBZERifj3jlBDw88,Restaurant CHIFA ESTRELLA ⭐⭐⭐,Restaurante,"Jr. José Gálvez 2081, Lince 15046",997 396 585,+51 997 396 585,No disponible,No disponible,4.2,85,Lince,-12.0846898,-77.02898309999999,Restaurante,False,4.518416547243086,29,False,4.3,Muy Bueno,Bajo
246,ChIJBc1fe2DIBZERLeCAtyEsuGU,https://www.google.com/maps/place/?q=place_id:ChIJBc1fe2DIBZERLeCAtyEsuGU,Chifa Ñu Fun,Restaurante chino,"Av. Petit Thouars 2417, Lince 15046",980 514 527,+51 980 514 527,No disponible,No disponible,4.3,462,Lince,-12.0880873,-77.0326532,Chino,False,4.762389683444745,12,False,5.04,Muy Bueno,Medio
247,ChIJ82KYJ2HIBZERszJ0AxHwtWM,https://www.google.com/maps/place/?q=place_id:ChIJ82KYJ2HIBZERszJ0AxHwtWM,La Vianda,Restaurante,"Jirón Soledad 508, Lince 15046",(01) 2212765,+51 1 2212765,No disponible,No disponible,4.3,59,Lince,-12.090307,-77.03039249999999,Restaurante,False,5.064533232133733,9,False,4.22,Muy Bueno,Bajo
248,ChIJJdscwffIBZERmgonSVMN904,https://www.google.com/maps/place/?q=place_id:ChIJJdscwffIBZERmgonSVMN904,Richards Pescados Y Mariscos,Restaurante de pescados,"Lima 2321, Lince 15073",(01) 6236283,+51 1 6236283,www.cevicheriarichards.com,http://www.cevicheriarichards.com/,4.3,1830,Lince,-12.0849501,-77.0431167,Restaurante,False,4.279205496369277,28,False,5.59,Muy Bueno,Muy Alto
251,ChIJycWetPTIBZERLbQpaELkls0,https://www.google.com/maps/place/?q=place_id:ChIJycWetPTIBZERLbQpaELkls0,Marc Antonio Café Restaurante,Cafetería,"Bartolomé Herrera 325, Lince 15046",(01) 4720848,+51 1 4720848,No disponible,No disponible,4.2,99,Lince,-12.0810727,-77.0335235,Cafetería,False,3.984033514526431,29,False,4.36,Muy Bueno,Bajo
252,ChIJP4sK6l_IBZERQID5fJj1Pj8,https://www.google.com/maps/place/?q=place_id:ChIJP4sK6l_IBZERQID5fJj1Pj8,Sampes,Restaurante vegetariano,"Jirón Tomás Guido 172, Lince 15046",941 604 753,+51 941 604 753,No disponible,No disponible,4.2,353,Lince,-12.0871607,-77.03444429999999,Restaurante,False,4.618523645060451,6,False,4.87,Muy Bueno,Medio
257,ChIJqXCn_WDIBZERhA18mwz4a_8,https://www.google.com/maps/place/?q=place_id:ChIJqXCn_WDIBZERhA18mwz4a_8,Papa Johns Lince,Pizzería,"Av. Militar 2521, Lima 15046",(01) 6060000,+51 1 6060000,papajohns.com.pe,https://papajohns.com.pe/?utm_source=yext-google-my-business&utm_medium=organic-search&utm_campaign=local-listing,4.1,1215,Lince,-12.0888789,-77.03054449999999,Otro,False,4.907473353151735,16,False,5.3,Muy Bueno,Muy Alto
260,ChIJ9eQhCfXIBZERYmVXqht_CCc,https://www.google.com/maps/place/?q=place_id:ChIJ9eQhCfXIBZERYmVXqht_CCc,PIZZA RAÚL CANEVARO,Pizzería,"Av. César Canevaro 133, Lince 15073",(01) 2078130,+51 1 2078130,www.pizzaraul.com,http://www.pizzaraul.com/,4.0,767,Lince,-12.0838489,-77.036025,Otro,False,4.224305835382137,19,False,5.06,Bueno,Alto
261,ChIJQ0b2PubJBZERuPgePKaT75Q,https://www.google.com/maps/place/?q=place_id:ChIJQ0b2PubJBZERuPgePKaT75Q,chifa chino Lin,Restaurante chino,"Av. Gral. Juan Antonio Álvarez de Arenales 1855, Lince 15073",942 862 229,+51 942 862 229,No disponible,No disponible,4.2,451,Lince,-12.0832731,-77.0356484,Chino,False,4.169185542585026,15,False,4.97,Muy Bueno,Medio
262,ChIJO9AvwffIBZER-W5_VuarUMQ,https://www.google.com/maps/place/?q=place_id:ChIJO9AvwffIBZER-W5_VuarUMQ,Restaurant El Abuelo,Restaurante,"Lima, Jr. Pumacahua 2315, Lince 15073",942 079 264,+51 942 079 264,No disponible,No disponible,4.0,57,Lince,-12.084948400000002,-77.043104,Restaurante,False,4.279005453726283,20,False,4.02,Bueno,Bajo
266,ChIJCwGh8fTIBZERMIu0nsHBeVA,https://www.google.com/maps/place/?q=place_id:ChIJCwGh8fTIBZERMIu0nsHBeVA,CONAMU Alimento Coreano,Restaurante coreano,"Centro Comercial Arenales, Avenida Arenales 1701, interior 12CD Centro Comercial Arenales (semisótano, Av. Gral. Juan Antonio Álvarez de Arenales, Lince 15046",912 114 217,+51 912 114 217,www.instagram.com,https://www.instagram.com/conamu.peru/,4.4,3512,Lince,-12.0819773,-77.0356669,Restaurante,False,4.027671962968135,23,False,5.91,Muy Bueno,Muy Alto
267,ChIJh0kUR3jJBZER_3GEFxOdWaM,https://www.google.com/maps/place/?q=place_id:ChIJh0kUR3jJBZER_3GEFxOdWaM,Dominos Pizza,Pizzería,"Avenida Petit Thouars 1786 Esquina con Jirón Manuel Candamo Lince Municipalidad Metropolitana de Lima LIMA, 14",(01) 7151838,+51 1 7151838,www.dominos.com.pe,https://www.dominos.com.pe/,4.4,680,Lince,-12.0821867,-77.03378339999999,Otro,False,4.096466951844949,13,False,5.25,Muy Bueno,Alto
269,ChIJf3sLUovIBZERDbufnQPmkNA,https://www.google.com/maps/place/?q=place_id:ChIJf3sLUovIBZERDbufnQPmkNA,Mayos Cebichería - Restaurante,Restaurante peruano,"Av. Ignacio Merino 1600, Lince 15046",(01) 4722676,+51 1 4722676,No disponible,No disponible,4.0,353,Lince,-12.0806953,-77.0331143,Peruano,False,3.9556830438059185,30,False,4.75,Bueno,Medio
272,ChIJHQgHwF_IBZERoqGEvuJgMZY,https://www.google.com/maps/place/?q=place_id:ChIJHQgHwF_IBZERoqGEvuJgMZY,Restaurant & Tienda Vegetariana VILLA NATURA,Restaurante vegetariano,"Jirón Tomás Guido 128, Lince 15046",(01) 4711069,+51 1 4711069,www.paginasamarillas.com.pe,https://www.paginasamarillas.com.pe/empresas/restaurant-y-tienda-vegetariana-villa-natura/lince-80647231,4.0,140,Lince,-12.0871637,-77.0348352,Restaurante,False,4.610332956152843,44,False,4.38,Bueno,Medio
276,ChIJAaKwIB3JBZERjT1FPk2NyMo,https://www.google.com/maps/place/?q=place_id:ChIJAaKwIB3JBZERjT1FPk2NyMo,Mew Mew Coffee,Té de burbujas,"Centro Comercial Arenales, Av. Gral. Juan Antonio Álvarez de Arenales 1759, Lince 15046",921 603 950,+51 921 603 950,No disponible,No disponible,4.4,129,Lince,-12.0819773,-77.0356669,Otro,False,4.027671962968135,14,False,4.59,Muy Bueno,Medio
278,ChIJPz64GfXIBZER4lstdZtSB6Y,https://www.google.com/maps/place/?q=place_id:ChIJPz64GfXIBZER4lstdZtSB6Y,Pollos a La Brasa Dragón,Restaurante especializado en pollo,"Av. Juan Pardo de Zela 165, Lince 15073",999 999 999,+51 999 999 999,No disponible,No disponible,4.3,1136,Lince,-12.0834718,-77.03510949999999,Restaurante,False,4.20258100392887,24,False,5.39,Muy Bueno,Muy Alto
279,ChIJWdFD8PTIBZERpZr66BRB8bI,https://www.google.com/maps/place/?q=place_id:ChIJWdFD8PTIBZERpZr66BRB8bI,Sr. Kim,Restaurante coreano,"Piso 3,Tdas.3-03 y 3-04 Centro Comercial Arenales Avenida Arenales 1737, Bartolomé Herrera 137, Lince 15046",915 333 368,+51 915 333 368,No disponible,No disponible,4.0,405,Lince,-12.0813796,-77.03558869999999,Restaurante,False,3.964386815876726,7,False,4.8,Bueno,Medio
287,ChIJZ81JTNXHBZERGoTtNzxWrko,https://www.google.com/maps/place/?q=place_id:ChIJZ81JTNXHBZERGoTtNzxWrko,Donde Walter - Surco,Restaurante,"Av. Caminos del Inca 1478, Santiago de Surco 15039",(01) 3564039,+51 1 3564039,www.dondewalter.pe,http://www.dondewalter.pe/,4.3,460,Lince,-12.1249836,-76.9837299,Restaurante,False,10.912298673675162,20,False,5.03,Muy Bueno,Medio
288,ChIJkTY6gPXIBZERQgrpymW2yTo,https://www.google.com/maps/place/?q=place_id:ChIJkTY6gPXIBZERQgrpymW2yTo,Restaurant Titos,Restaurante,"Jr. Carlos Alayza y Roel 2076, Lima 15073",01265262,+51 01265262,No disponible,No disponible,4.1,87,Lince,-12.085548,-77.0364112,Restaurante,False,4.402913566056999,16,False,4.25,Muy Bueno,Bajo
